,BRTITLE,BRNUM,STORYNUM,BRSTORY,MAINCHAR,ALLCHAR,ORIGTITLE,ORIGNUM,ORIGYEAR,WRITER,ARTIST,SUMMARY
389,Heróis da TV,94,2,O demônio do Tomo Negro,Vingadores,"Vingadores Fera Miss Marvel Falcão Capitão América Magnum Vespa Feiticeira Escarlate Mercúrio Django Maximoff Bova Tabu Chthon
Argumento: Mark Gruenwald David Michelinie Steven Grant Desenho: John Byrne Arte-Final: Dan Green Cores: Cleusa M. C. Acosta Letrista: Clayton F. S. Montichel
Publicada originalmente em  Avengers The (1963) n° 187/1979 - Marvel Comics
       
Com a Feiticeira Escarlate possuída pelo demônio Chthon os Vingadores partem pra Montanha Wundagore convocados por Mercúrio cuja intervenção pode ser a última esperança de salvação pra sua irmã! Mas antes de enfrentarem a entidade maligna eles precisam dar conta de seu servo Modred! No entanto como seus poderes humanos apesar de formidáveis podem se equiparar às terríveis forças sobrenaturais de um ser demoníaco que vem assolando a humanidade há eras?","Avengers, The",187,1979,NA,John Byrne,NA
390,Heróis da TV,94,3,A queda do reino eterno,Loki,"Loki Balder Odin Thor Destruidor (Armadura) Karnilla Sif Registrador 211 Magrat O Planejador Snaykar Kroda O Duelista Fandral Hogun Volstagg
Argumento: Len Wein Desenho: Walter ""Walt"" Simonson Arte-Final: Tony Dezuñiga Cores: Sérgio Vilela Letrista: Graça
Publicada originalmente em  Thor (1966) n° 266/1977 - Marvel Comics",Thor,266,1977,NA,"Walter ""Walt"" Simonson",NA
391,Heróis da TV,94,4,O desafio!,Homem de Ferro,"Homem de Ferro Sra. Arbogast Bethany Cabe Homem de Titânio Ling McPherson Rodney Dangerfield
Argumento: David Michelinie Desenho: Jerry Bingham Arte-Final: Bob Layton Cores: Edi Pereira Silva Letrista: Graça
Publicada originalmente em  Iron Man (1968) n° 134/1980 - Marvel Comics",Iron Man,134,1980,NA,Jerry Bingham,NA
392,Heróis da TV,95,1,Retorno triunfal,Homem de Ferro,"Homem de Ferro Homem de Titânio Bethany Cabe Homem-Radioativo Dínamo Escarlate III Unicórnio
Argumento: David Michelinie Desenho: Jerry Bingham Arte-Final: Bob Layton Cores: Sérgio Vilela Letrista: Clayton F. S. Montichel
Publicada originalmente em  Iron Man (1968) n° 135/1980 - Marvel Comics",Iron Man,135,1980,NA,Jerry Bingham,NA
393,Heróis da TV,95,2,Além da razão,Quarteto Futuro,"Quarteto Futuro Homem-Dragão Manto Adaga
Argumento: Louise Jones Simonson Desenho: June Brigman Arte-Final: Bob Wiacek Cores: Cleusa M. C. Acosta Letrista: Edison Gasparim
Publicada originalmente em  Power Pack (1984) n° 7/1985 - Marvel Comics",Power Pack,7,1985,NA,June Brigman,NA
394,Heróis da TV,95,3,O início do fim,Thor,"Thor Harris Hobbs Loki Serpente de Midgard Heimdall Fandral Hogun Volstagg Balder Homem Absorvente
Argumento: Roy Thomas Desenho: John Buscema Tom Palmer Arte-Final: Tom Palmer Cores: Roberto Rosa Letrista: Edison Gasparim
Publicada originalmente em  Thor (1966) n° 272/1978 - Marvel Comics 
                
                
                  n° 273/1978 - Marvel Comics",Thor,272,1978,NA,"John Buscema,  Tom Palmer",NA
395,Heróis da TV,95,4,"Elementar, caros Vingadores",Fera,"Fera Magnum Falcão Capitão América Miss Marvel Feiticeira Escarlate Mercúrio Cristalys Gorgon Karnak Raio Negro Vespa Vanádio Fósforo Carbono Rádio Cloro Cobalto Vingadores
Argumento: Bill Mantlo Desenho: John Byrne Frank Springer Dan Green Arte-Final: Frank Springer Cores: Sérgio Vilela Letrista: Clayton F. S. Montichel
Publicada originalmente em  Avengers The (1963) n° 188/1979 - Marvel Comics
       
De volta da Europa após passar em Atillan pra deixar Pietro em casa nossos heróis sobrevoam o espaço aéreo russo quando são atraídos por um raio que destrói um dos caças que os interceptaram o que só pode ser sinal de problemas: criaturas humanoides criadas a partir dos elementos da Tabela Periódica assumiram o controle de uma usina nuclear e através de uma estranha máquina pretendem converter os humanos em seres bizarros tal como eles!E Cristalys anuncia a Pietro que está grávida!","Avengers, The",188,1979,NA,"John Byrne,  Frank Springer,  Dan Green",NA
396,Heróis da TV,96,1,Coração de Pedra,Vingadores,"Vingadores Homem de Ferro Capitão América Falcão Feiticeira Escarlate Visão II Fera Miss Marvel Vespa Demolidor Gárgula Cinzento Henry Peter Gyrich
Argumento: Steven Grant Desenho: John Byrne Arte-Final: Dan Green Cores: Estúdio Artecômix Letrista: Estúdio Artecômix Tradutor: Estúdio Artecômix
Publicada originalmente em  Avengers The (1963) n° 190/1979 - Marvel Comics 
                
                
                  n° 191/1980 - Marvel Comics","Avengers, The",190,1979,NA,John Byrne,NA
397,Heróis da TV,96,2,A chegada de Ragnarok,Thor,"Thor Balder Fandral Volstagg Hogun Loki Odin Sif Roger ""Red"" Norvell Hela Hoder Frigga (Friga/Fricka) Njord
Argumento: Roy Thomas Desenho: John Buscema Arte-Final: Tom Palmer Cores: Estúdio Artecômix Letrista: Estúdio Artecômix Tradutor: Estúdio Artecômix
Publicada originalmente em  Thor (1966) n° 274/1978 - Marvel Comics",Thor,274,1978,NA,John Buscema,NA
398,Heróis da TV,96,3,Monstros,Quarteto Futuro,"Quarteto Futuro Chispinha Arco-Íris Densus Graviton Adaga Manto Homem-Dragão Gregson Gilbert
Argumento: Louise Jones Simonson Desenho: Mark Badger Arte-Final: June Brigman Cores: Estúdio Artecômix Letrista: Estúdio Artecômix Tradutor: Estúdio Artecômix
Publicada originalmente em  Power Pack (1984) n° 8/1985 - Marvel Comics",Power Pack,8,1985,NA,Mark Badger,NA
399,Heróis da TV,97,1,Interlúdio,Vingadores,"Vingadores Capitão América Homem de Ferro Fera Visão II Magnum Miss Marvel Jocasta Vespa Falcão Asa Vermelha
Argumento: David Michelinie Desenho: George Pérez Arte-Final: Josef ""Joe"" Rubinstein
Publicada originalmente em  Avengers The (1963) n° 194/1980 - Marvel Comics","Avengers, The",194,1980,NA,George Pérez,NA
400,Heróis da TV,97,2,Mistérios,Homem de Ferro,"Homem de Ferro Bethany Cabe Sra. Arbogast Homem-Formiga II Jarvis Espião Mestre Jim Rhodes Yvette Avril
Argumento: David Michelinie Arte: Bob Layton
Publicada originalmente em  Iron Man (1968) n° 137/1980 - Marvel Comics",Iron Man,137,1980,NA,NA,NA
401,Heróis da TV,97,3,Paixão… e perda!,"Doutor Estranho
Argumento:  Roger Stern Desenho:  Michael Golden Arte-Final:  Terry Austin
Publicada originalmente em   Doctor Strange (1974) n° 55/1982 - Marvel Comics","Doutor Estranho
Argumento: Roger Stern Desenho: Michael Golden Arte-Final: Terry Austin
Publicada originalmente em  Doctor Strange (1974) n° 55/1982 - Marvel Comics",Doctor Strange,55,1982,NA,Michael Golden,NA
402,Heróis da TV,97,4,A morte de um deus!,Thor,Thor Loki Balder Fenris (Lobo) Odin,Thor,275,1978,Roy Thomas,John Buscema,NA
403,Heróis da TV,98,1,Estranhos no ninho,Vingadores,"Vingadores Fera Capitão América Homem-Formiga II Jaqueta Amarela Vespa Treinador Jocasta Magnum Homem de Ferro Miss Marvel Visão II
Argumento: David Michelinie Desenho: George Pérez Arte-Final: Dan Green Jack Abel Cores: Estúdio Artecômix Letrista: Estúdio Artecômix Tradutor: Estúdio Artecômix
Publicada originalmente em  Avengers The (1963) n° 195/1980 - Marvel Comics","Avengers, The",195,1980,NA,George Pérez,NA
404,Heróis da TV,98,2,O terrível tributo do Treinador,Vingadores,"Vingadores Treinador Fera Visão II Homem de Ferro Vespa Capitão América Miss Marvel Magnum Homem-Formiga II Jaqueta Amarela Jocasta
Argumento: David Michelinie Desenho: George Pérez Arte-Final: Jack Abel Cores: Estúdio Artecômix Letrista: Estúdio Artecômix Tradutor: Estúdio Artecômix
Publicada originalmente em  Avengers The (1963) n° 196/1980 - Marvel Comics","Avengers, The",196,1980,NA,George Pérez,NA
405,Heróis da TV,98,3,Mistérios e artifícios,Homem de Ferro,"Homem de Ferro Espião Mestre Bethany Cabe Madame Máscara (Whitney Frost) Devastador Jim Rhodes
Argumento: David Michelinie Desenho: Bob Layton Arte-Final: Tom Palmer Cores: Estúdio Artecômix Letrista: Estúdio Artecômix Tradutor: Estúdio Artecômix
Publicada originalmente em  Iron Man (1968) n° 138/1980 - Marvel Comics",Iron Man,138,1980,NA,Bob Layton,NA
406,Heróis da TV,98,4,Sob o signo da tragédia,Thor,"Thor Red Norvell Sif Odin Hogun Volstagg Fandral Loki Sigyn Balder
Argumento: Roy Thomas Desenho: John Buscema Arte-Final: Tom Palmer Cores: Estúdio Artecômix Letrista: Estúdio Artecômix Tradutor: Estúdio Artecômix
Publicada originalmente em  Thor (1966) n° 276/1978 - Marvel Comics",Thor,276,1978,NA,John Buscema,NA
407,Heróis da TV,99,1,O ataque dos trolls,Odin,"Odin Thor Fandral Volstagg Hogun Loki Sigyn Hela Volla A Profetisa Balder Frigga Sif Red Norvell Heimdall
Argumento: Roy Thomas Desenho: John Buscema Arte-Final: Tom Palmer Cores: Estúdio Artecômix Letrista: Estúdio Artecômix Tradutor: Estúdio Artecômix
Publicada originalmente em  Thor (1966) n° 277/1978 - Marvel Comics",Thor,277,1978,NA,John Buscema,NA
408,Heróis da TV,99,2,Que venha Ragnarok,Thor,"Thor Fandral Volstagg Hogun Hela Sigyn Hoder Loki Odin Balder Sif Red Norvell
Publicada originalmente em  Thor (1966) n° 278/1978 - Marvel Comics
       
17 Páginas",Thor,278,1978,NA,NA,NA
409,Heróis da TV,99,3,"Mistérios, artifícios e máscaras",Homem de Ferro,"Homem de Ferro Bethany Cabe Madame Máscara (Whitney Frost) Espião Mestre Devastador Conde Nefária Homem-Macaco I Homem-Pássaro Homem-Gato Jim Rhodes
Argumento: David Michelinie Bob Layton Arte: David Michelinie Bob Layton Cores: Estúdio Artecômix Letrista: Estúdio Artecômix Tradutor: Estúdio Artecômix
Publicada originalmente em  Iron Man (1968) n° 139/1980 - Marvel Comics
       
17 Páginas",Iron Man,139,1980,NA,NA,NA
410,Heróis da TV,99,4,Prelúdio do caos,Vingadores,"Vingadores Fera Miss Marvel Magnum Capitão América Homem de Ferro Jarvis Feiticeira Escarlate Jocasta Jaqueta Amarela Homem-Formiga II Vespa Visão II
Argumento: David Michelinie Desenho: Carmine Infantino Arte-Final: Jack Abel Cores: Estúdio Artecômix Letrista: Estúdio Artecômix Tradutor: Estúdio Artecômix
Publicada originalmente em  Avengers The (1963) n° 197/1980 - Marvel Comics","Avengers, The",197,1980,NA,Carmine Infantino,NA
411,Heróis da TV,100,1,A origem do Doutor Estranho,Doutor Estranho,"Doutor Estranho Barão Mordo Ancião
Argumento: Stan Lee Steve Ditko Roteiro: Stan Lee Arte: Steve Ditko Cores: Estúdio Artecômix Letrista: Estúdio Artecômix Tradutor: Estúdio Artecômix Editor original: Stan Lee
Publicada originalmente em  Strange Tales (1951) n° 115/1963 - Marvel Comics
       
Título original: ""The Origin of Dr. Strange"".A primeira página da história original foi suprimida.Um arrogante cirurgião perde sua capacidade de operar após um acidente o que muda sua vida. Desiludido encontra seu destino assumindo o manto de mestre das artes místicas.7 Páginas",Strange Tales,115,1963,"Stan Lee Arte:  Steve Ditko Cores:  Estúdio Artecômix Letrista:  Estúdio Artecômix Tradutor:  Estúdio Artecômix Editor original:  Stan Lee
Publicada originalmente em   Strange Tales (1951) n° 115/1963 - Marvel Comics
             
Título original: ""The Origin of Dr. Strange"".A primeira página da história original foi suprimida.Um arrogante cirurgião perde sua capacidade de operar após um acidente, o que muda sua vida. Desiludido, encontra seu destino assumindo o manto de mestre das artes místicas.7 Páginas",NA,"A primeira página da história original foi suprimida.Um arrogante cirurgião perde sua capacidade de operar após um acidente, o que muda sua vida. Desiludido, encontra seu destino assumindo o manto de mestre das artes místicas.7 Páginas"
412,Heróis da TV,100,2,Permuta mortal,Doutor Estranho,Doutor Estranho Sara Wolfe Tymon Chaynn Tenente Olson,Doctor Strange,70,1985,Roger Stern,Bret Blevins,"O Pentágono procura o mestre das artes místicas para ajudar a resolver um problema: seus armamentos mais avançados estão sendo trocados por armas medievais de outra dimensão. O Dr. Estranho resolve investigar, quando os criminosos extradimensionais capturam um artefato nuclear.22 Páginas"
413,Heróis da TV,100,3,Nasce o Homem de Ferro,"Homem de Ferro
Argumento:  Stan Lee Roteiro:  Larry Lieber Arte:  Don Heck
Publicada originalmente em   Tales of Suspense (1959) n° 39/1963 - Marvel Comics
             
Título original americano: “Iron Man is born!”. Industrial inventor é capturado por guerrilheiros. Ferido no coração e obrigado a trabalhar na oficina dos bandidos","Homem de Ferro
Argumento: Stan Lee Roteiro: Larry Lieber Arte: Don Heck
Publicada originalmente em  Tales of Suspense (1959) n° 39/1963 - Marvel Comics
       
Título original americano: “Iron Man is born!”. Industrial inventor é capturado por guerrilheiros. Ferido no coração e obrigado a trabalhar na oficina dos bandidos ele cria uma armadura para que seu músculo cardíaco continue batendo e ao mesmo tempo fugir do cativeiro. História adaptada para o filme de Jon Favreau “Homem de Ferro” (2008) com Robert Downey Jr.",Tales of Suspense,39,1963,"Larry Lieber Arte:  Don Heck
Publicada originalmente em   Tales of Suspense (1959) n° 39/1963 - Marvel Comics
             
Título original americano: “Iron Man is born!”. Industrial inventor é capturado por guerrilheiros. Ferido no coração e obrigado a trabalhar na oficina dos bandidos, ele cria uma armadura para que seu músculo cardíaco continue batendo e, ao mesmo tempo, fugir do cativeiro. História adaptada para o filme de Jon Favreau, “Homem de Ferro” (2008), com Robert Downey Jr.",NA,NA
414,Heróis da TV,100,4,Segredo diabólico,Homem de Ferro,Homem de Ferro Diablo,Iron Man,159,1982,Roger McKenzie,Paul Smith,NA
415,Heróis da TV,100,5,X-Men,,,NA,NA,NA,NA,NA,NA
416,Heróis da TV,100,6,Animal ferido,Wolverine,"Wolverine Chispinha Lady Letal Carniceiros Espiral Cole Reese Macon
Argumento: Chris Claremont Barry Windsor-Smith Roteiro: Chris Claremont Arte: Barry Windsor-Smith Cores: Estúdio Art & Comics Letrista: Estúdio Art & Comics Tradutor: Estúdio Art & Comics Editor original: Jim Shooter Ann Nocenti
Publicada originalmente em  Uncanny X-Men The (1963) n° 205/1986 - Marvel Comics
       
22 páginas.Título original: ""Wounded Wolf"".Apesar do título original americano da revista os X-Men não aparecem nesta história. Lady Yuriko agora mais letal que nunca graças à Loja de Corpos de Espiral enfrenta Wolverine para recuperar sua honra. O mutante canadense recebe uma ajudinha especial de Chispinha do Quarteto Futuro.","Uncanny X-Men, The",205,1986,"Chris Claremont Arte:  Barry Windsor-Smith Cores:  Estúdio Art & Comics Letrista:  Estúdio Art & Comics Tradutor:  Estúdio Art & Comics Editor original:  Jim Shooter,  Ann Nocenti
Publicada originalmente em   Uncanny X-Men, The (1963) n° 205/1986 - Marvel Comics
             
22 páginas.Título original: ""Wounded Wolf"".Apesar do título original americano da revista, os X-Men não aparecem nesta história. Lady Yuriko, agora mais letal que nunca graças à Loja de Corpos de Espiral, enfrenta Wolverine para recuperar sua honra. O mutante canadense recebe uma ajudinha especial de Chispinha, do Quarteto Futuro.",NA,"Apesar do título original americano da revista, os X-Men não aparecem nesta história. Lady Yuriko, agora mais letal que nunca graças à Loja de Corpos de Espiral, enfrenta Wolverine para recuperar sua honra. O mutante canadense recebe uma ajudinha especial de Chispinha, do Quarteto Futuro."
417,Heróis da TV,100,7,A vinda dos vingadores,Vingadores,Vingadores Hulk Thor Homem de Ferro Homem-Formiga Vespa Loki Odin Jane Foster Quarteto Fantástico Senhor Fantástico Coisa Mulher Invisível Tocha Humana II Brigada Juvenil Bill Bishop Silenciosos Rick Jones,"Avengers, The",1,1963,Stan Lee,Jack Kirby,
418,Heróis da TV,100,8,Trágico retorno,Vingadores,Vingadores Mulher-Aranha Capitão América Homem de Ferro Thor Visão II Magnum Gavião Arqueiro Feiticeira Escarlate Fera Irmandade de Mutantes Vampira Mística Sina Avalanche Blob Pyro,Avengers Annual,10,1981,Chris Claremont,Michael Golden,NA
